location,description,secs,category,CDNumber,CDName,tracknum,repetitions,start_time
07002227.wav,Anne Boleyn's Clock chimes & 2 o'clock,27,,EC105R,"Anne Boleyn's Clock, Hampton Court",9,2,11.0
07002226.wav,Anne Boleyn's Clock chimes & 1 o'clock,22,,EC105R,"Anne Boleyn's Clock, Hampton Court",8,1,11.0
07002225.wav,Anne Boleyn's Clock striking three-quarters,20,,EC105R,"Anne Boleyn's Clock, Hampton Court",7,6,0.0
07002224.wav,Anne Boleyn's Clock striking quarter-hour,17,,EC105R,"Anne Boleyn's Clock, Hampton Court",6,4,0.0
07002223.wav,Anne Boleyn's Clock striking half-hour,16,,EC105R,"Anne Boleyn's Clock, Hampton Court",5,2,0.0
07002222.wav,"Outdoor clock striking, 12 o'clock - SS. Peter & Paul",79,,EC105R,"Anne Boleyn's Clock, Hampton Court",4,12,22.0
07002221.wav,"Outdoor clock striking, 11 o'clock - SS. Peter & Paul",73,,EC105R,"Anne Boleyn's Clock, Hampton Court",3,11,22.0
07002220.wav,"Outdoor clock striking, 10 o'clock - SS. Peter & Paul",68,,EC105R,"Anne Boleyn's Clock, Hampton Court",2,10,22.0
07002219.wav,"Outdoor clock striking, 9 o'clock - SS. Peter & Paul ",65,,EC105R,"Anne Boleyn's Clock, Hampton Court",1,9,22.0
07002218.wav,"Outdoor clock striking, chimes & 8 o'clock  SS. Peter & Paul ",60,,EC105Q,Outdoor Clock,11,8,22.0
07002217.wav,"Outdoor clock striking, chimes & 7 o'clock  SS. Peter & Paul ",58,,EC105Q,Outdoor Clock,10,7,22.0
07002216.wav,"Outdoor clock striking, chimes & 6 o'clock  SS. Peter & Paul ",56,,EC105Q,Outdoor Clock,9,6,22.0
07002215.wav,"Outdoor clock striking, chimes & 5 o'clock  SS. Peter & Paul ",54,,EC105Q,Outdoor Clock,8,5,22.0
07002214.wav,"Outdoor clock striking, chimes & 4 o'clock  SS. Peter & Paul ",49,,EC105Q,Outdoor Clock,7,4,22.0
07002213.wav,"Outdoor clock striking, chimes & 3 o'clock  SS. Peter & Paul ",46,,EC105Q,Outdoor Clock,6,3,22.0
07002212.wav,"Outdoor clock striking, chimes & 2 o'clock  SS. Peter & Paul ",45,,EC105Q,Outdoor Clock,5,2,22.0
07002211.wav,"Outdoor clock striking, chimes & 1 o'clock  SS. Peter & Paul ",39,,EC105Q,Outdoor Clock,4,1,22.0
07002210.wav,"Outdoor clock striking, three-quarters - SS. Peter & Paul ",37,,EC105Q,Outdoor Clock,3,12,0.0
07002209.wav,"Outdoor clock striking, half-hour - SS. Peter & Paul ",28,,EC105Q,Outdoor Clock,2,8,0.0
07002208.wav,"Outdoor clock striking, quarter-hour - SS. Peter & Paul ",27,,EC105Q,Outdoor Clock,1,4,0.0
07002207.wav,"Outdoor clock striking, 12 o'clock St. Mary's Church",47,,EC105P,Outdoor Clock,12,12,0.0
07002206.wav,"Outdoor clock striking, 11 o'clock St. Mary's Church",43,,EC105P,Outdoor Clock,11,11,0.0
07002205.wav,"Outdoor clock striking, 10 o'clock St. Mary's Church",41,,EC105P,Outdoor Clock,10,10,0.0
07002204.wav,"Outdoor clock striking, 9 o'clock St. Mary's Church",38,,EC105P,Outdoor Clock,9,9,0.0
07002203.wav,"Outdoor clock striking, 8 o'clock St. Mary's Church",36,,EC105P,Outdoor Clock,8,8,0.0
07002202.wav,"Outdoor clock striking, 7 o'clock St. Mary's Church",32,,EC105P,Outdoor Clock,7,7,0.0
07002201.wav,"Outdoor clock striking, 6 o'clock St. Mary's Church",28,,EC105P,Outdoor Clock,6,6,0.0
07002200.wav,"Outdoor clock striking, 5 o'clock St. Mary's Church",26,,EC105P,Outdoor Clock,5,5,0.0
07002199.wav,"Outdoor clock striking, 4 o'clock St. Mary's Church",25,,EC105P,Outdoor Clock,4,4,0.0
07002198.wav,"Outdoor clock striking, 3 o'clock St. Mary's Church",21,,EC105P,Outdoor Clock,3,3,0.0
07002197.wav,"Outdoor clock striking, 2 o'clock St. Mary's Church",21,,EC105P,Outdoor Clock,2,2,0.0
07002196.wav,"Outdoor clock striking, 1 o'clock St. Mary's Church",16,,EC105P,Outdoor Clock,1,1,0.0
07002195.wav,"Outdoor clock striking, 12 o'clock",31,,EC105N,Outdoor Clock,12,12,0.0
07002194.wav,"Outdoor clock striking, 11 o'clock",28,,EC105N,Outdoor Clock,11,11,0.0
07002193.wav,"Outdoor clock striking, 10 o'clock",26,,EC105N,Outdoor Clock,10,10,0.0
07002192.wav,"Outdoor clock striking, 9 o'clock",26,,EC105N,Outdoor Clock,9,9,0.0
07002191.wav,"Outdoor clock striking, 8 o'clock",24,,EC105N,Outdoor Clock,8,8,0.0
07002190.wav,"Outdoor clock striking, 7 o'clock",23,,EC105N,Outdoor Clock,7,7,0.0
07002189.wav,"Outdoor clock striking, 6 o'clock",21,,EC105N,Outdoor Clock,6,6,0.0
07002188.wav,"Outdoor clock striking, 5 o'clock",18,,EC105N,Outdoor Clock,5,5,0.0
07002187.wav,"Outdoor clock striking, 4 o'clock",18,,EC105N,Outdoor Clock,4,4,0.0
07002186.wav,"Outdoor clock striking, 3 o'clock",16,,EC105N,Outdoor Clock,3,3,0.0
07002185.wav,"Outdoor clock striking, 2 o'clock",15,,EC105N,Outdoor Clock,2,2,0.0
07002184.wav,"Outdoor clock striking, 1 o'clock",13,,EC105N,Outdoor Clock,1,1,0.0
07002178.wav,Great Tom clock with street atmosphere,184,,EC105H,St. Paul’S Cathedral Clock (Great Tom),9,-1,0.0
07002177.wav,Great Tom clock with street atmosphere striking 12 o'clock,79,,EC105H,St. Paul’S Cathedral Clock (Great Tom),8,12,15.0
07002176.wav,Great Tom clock with street atmosphere striking three-quarters,35,,EC105H,St. Paul’S Cathedral Clock (Great Tom),7,6,0.0
07002175.wav,Great Tom clock with street atmosphere striking half-hour.,34,,EC105H,St. Paul’S Cathedral Clock (Great Tom),6,4,0.0
07002174.wav,Great Tom clock with street atmosphere striking quarter-hour,34,,EC105H,St. Paul’S Cathedral Clock (Great Tom),5,2,0.0
07002173.wav,Great Tom clock striking 12 o'clock,80,,EC105H,St. Paul’S Cathedral Clock (Great Tom),4,12,12.0
07002172.wav,Great Tom clock striking 11 o'clock,75,,EC105H,St. Paul’S Cathedral Clock (Great Tom),3,11,12.0
07002171.wav,Great Tom clock striking 10 o'clock,70,,EC105H,St. Paul’S Cathedral Clock (Great Tom),2,10,12.0
07002170.wav,Great Tom clock striking 9 o'clock,68,,EC105H,St. Paul’S Cathedral Clock (Great Tom),1,9,12.0
07002169.wav,Great Tom clock striking 8 o'clock,66,,EC105G,St. Paul’S Cathedral Clock (Great Tom),11,8,12.0
07002168.wav,Great Tom clock striking 7 o'clock,60,,EC105G,St. Paul’S Cathedral Clock (Great Tom),10,7,12.0
07002167.wav,Great Tom clock striking 6 o'clock,57,,EC105G,St. Paul’S Cathedral Clock (Great Tom),9,6,12.0
07002166.wav,Great Tom clock striking 5 o'clock,53,,EC105G,St. Paul’S Cathedral Clock (Great Tom),8,5,12.0
07002165.wav,Great Tom clock striking 4 o'clock,51,,EC105G,St. Paul’S Cathedral Clock (Great Tom),7,4,12.0
07002164.wav,Great Tom clock striking 3 o'clock,47,,EC105G,St. Paul’S Cathedral Clock (Great Tom),6,3,12.0
07002163.wav,Great Tom clock striking 2 o'clock,44,,EC105G,St. Paul’S Cathedral Clock (Great Tom),5,2,12.0
07002162.wav,Great Tom clock striking 1 o'clock,42,,EC105G,St. Paul’S Cathedral Clock (Great Tom),4,1,12.0
07002161.wav,Great Tom clock striking three-quarters,30,,EC105G,St. Paul’S Cathedral Clock (Great Tom),3,6,0.0
07002160.wav,Great Tom clock striking half-hour,27,,EC105G,St. Paul’S Cathedral Clock (Great Tom),2,4,0.0
07002159.wav,Great Tom clock striking quarter-hour,25,,EC105G,St. Paul’S Cathedral Clock (Great Tom),1,2,0.0
07002138.wav,Sound of Big Ben ticking.,186,,EC105B,Time Signals & Clocks,8,-1,0.0
07002137.wav,"Sound of Big Ben chiming and striking 12 o'clock, recorded prior to repair in 1956. (Inside clock tower)",87,,EC105B,Time Signals & Clocks,7,12,23.0
07002136.wav,"Greenwich Time Signal, pips",9,,EC105B,Time Signals & Clocks,6,6,0.0
07002135.wav,"Greenwich Time Signal, pips",9,,EC105B,Time Signals & Clocks,5,6,0.0
07002134.wav,Big Ben recorded prior to repair in 1956. 12 o'clock,85,,EC105B,Time Signals & Clocks,4,12,19.0
07002133.wav,Big Ben recorded prior to repair in 1956. 11 o'clock,79,,EC105B,Time Signals & Clocks,3,11,19.0
07002132.wav,Big Ben recorded prior to repair in 1956. 10 o'clock,74,,EC105B,Time Signals & Clocks,2,10,19.0
07002131.wav,Big Ben recorded prior to repair in 1956. 9 o'clock,71,,EC105B,Time Signals & Clocks,1,9,19.0
